tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio,calidad_datos
Amazon,LAS MORAS DULCE,103.0,0.14,42.0,750 ML,Rosado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/LAS-MORAS-VARIETAL-ROSADO-750ML/dp/B0BL24XJ9K/ref=sr_1_8?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-8&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:11,True,750.0,0.1373,Económico,parcial
Amazon,Riunite Lambrusco,103.0,0.14,35.0,750 ML,No especificado,No especificado,Europa,No especificado,https://www.amazon.com.mx/VINO-TINTO-RIUNITE-LAMBRUSCO-750/dp/B0912TN6F6/ref=sr_1_10?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-10,2025-10-31 01:21:12,True,750.0,0.1373,Económico,parcial
Amazon,Las Moras,103.0,0.14,37.0,750 ML,Blanco,No especificado,No especificado,Sauvignon Blanc,https://www.amazon.com.mx/Blanco-Sauvignon-Finca-Las-Moras/dp/B00O1TNWH4/ref=sr_1_37?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-37&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:33,True,750.0,0.1373,Económico,parcial
Amazon,Las Moras Varietal,103.0,0.14,48.0,750 ML,Tinto,No especificado,No especificado,Cabernet Sauvignon,https://www.amazon.com.mx/Finca-Moras-Cabernet-Sauvignon-botella/dp/B008AUZ1SS/ref=sr_1_50?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-50&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:44,True,750.0,0.1373,Económico,parcial
Amazon,Santa Rita Tres Medallas Carmenere,117.0,0.16,10.0,750 ML,Tinto,No especificado,"Valle Central, Chile.",No especificado,https://www.amazon.com.mx/Tinto-Santa-Rita-Medallas-Carmenere/dp/B08V21WY7T/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-20,2025-10-31 01:21:20,True,750.0,0.156,Económico,parcial
Amazon,Alma Mora,146.0,0.19,36.0,750 ML,Tinto,No especificado,No especificado,Malbec,https://www.amazon.com.mx/Vino-Tinto-Alma-Mora-Malbec/dp/B00BQX3OCG/ref=sr_1_26?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-26&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:25,True,750.0,0.1947,Económico,parcial
Amazon,Alma Mora,146.0,0.19,36.0,750 ML,Tinto,No especificado,No especificado,Cabernet Sauvignon,https://www.amazon.com.mx/Vino-Tinto-Cabernet-Sauvignon-Alma/dp/B07G751FZP/ref=sr_1_39?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-39&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:36,True,750.0,0.1947,Económico,parcial
Amazon,Los Santos Semidulce España 1 pz,160.0,0.21,,750 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTozNjgwMzk2MDY0MDM3MDY6MTc2MTg5NTI1NjpzcF9idGY6MzAwODQyMzQwNjg2MTAyOjowOjo&url=%2FTinto-Santos-Semidulce-Espa%25C3%25B1a-750ml%2Fdp%2FB0DR9TZ3L1%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761895256%26sr%3D8-57-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-31 01:21:48,False,750.0,0.2133,Medio-Bajo,parcial
Amazon,BALERO - Media Botella Balero Elaborado con Uvas Merlot Grenache Marselan Contenido por botella: 375 mililitros Región: Baja California,167.45,0.45,15.0,375000 ML,Tinto,México,No especificado,Cabernet Sauvignon,https://www.amazon.com.mx/BALERO-Elaborado-Sauvignon-mililitros-California/dp/B08Q4HQR16/ref=sr_1_32?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-32&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:30,True,375000.0,0.0004,Medio-Bajo,completo
Amazon,Las Moras Varietal Reserva,178.0,0.24,36.0,750 ML,Tinto,No especificado,No especificado,Malbec,https://www.amazon.com.mx/Finca-Las-Moras-Reserva-Malbec/dp/B08NFH49HX/ref=sr_1_9?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-9&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:11,True,750.0,0.2373,Medio-Bajo,parcial
Amazon,Riunite Lambrusco,181.0,0.12,35.0,1500 ML,No especificado,No especificado,"Emilia Romagna, Italia",No especificado,https://www.amazon.com.mx/Vino-Tinto-Riunite-Lambrusco-1500/dp/B0912PFSNQ/ref=sr_1_27?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-27,2025-10-31 01:21:26,True,1500.0,0.1207,Medio-Bajo,parcial
Amazon,Smirnoff Electric Guava Vodka Origen Ruso Sabor Puro con Toque de Guayaba y Jengibre,187.0,269.0,30.0,750 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTozNjgwMzk2MDY0MDM3MDY6MTc2MTg5NTI1NjpzcF9tdGY6MzAwOTIyNDUxODM0ODAyOjowOjo&url=%2FSmirnoff-Electric-Origen-Guayaba-Jengibre%2Fdp%2FB0CN1T5HF1%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761895256%26sr%3D8-21-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-31 01:21:21,True,750.0,0.2493,Medio-Bajo,parcial
Amazon,Intocables Las Moras Black Bot Violeta 750 mll,200.0,0.27,30.0,No especificado,Tinto,No especificado,No especificado,Malbec,https://www.amazon.com.mx/Las-Moras-Black-Malbec-Violeta/dp/B091Y3SDBQ/ref=sr_1_38?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-38&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:34,True,,,Medio-Bajo,parcial
