tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio
Costco,Veiga Naum,429.0,,,750 ML,Blanco,España,Rioja,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Veiga-Naum-750-ml/p/688388,2025-10-31 20:50:07,False,750.0,0.572,Medio
Costco,Bread & Butter Pinot Noir,429.0,,,750 ML,Tinto,Estados Unidos,California,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Bread-Butter-Pinot-Noir-750ml/p/669835,2025-10-31 20:51:59,False,750.0,0.572,Medio
Costco,Cono Sur Orgánico Pinot Noir,429.0,,,750 ML,Tinto,Chile,Valle de Maipo,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Cono-Sur-Organico-Pinot-Noir-750-ml/p/681472,2025-10-31 20:53:23,False,750.0,0.572,Medio
Costco,André Goichot Chabilis,429.0,,,750 ML,Blanco,Francia,Burgundy,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Andre-Goichot-Chabilis-750ml/p/687879,2025-10-31 20:54:21,False,750.0,0.572,Medio
Costco,Belleruche Côtes-du-Rhône,449.0,,,750 ML,Rosado,Francia,Ródano,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Belleruche-Cotes-du-Rhone-750-ml/p/686903,2025-10-31 20:57:42,False,750.0,0.5987,Medio
Costco,Win 0% Alcohol Rosado,459.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Win-0-Alcohol-Rosado-750-ml/p/689013,2025-10-31 20:54:26,False,750.0,0.612,Medio
Costco,Kara Tara,459.0,,,750 ML,Tinto,Sudáfrica,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kara-Tara-750ml/p/676452,2025-10-31 20:55:35,False,750.0,0.612,Medio
Costco,Rag y Bone,469.0,,,750 ML,Blanco,Australia,Valle de Eden,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Rag-y-Bone-750ml/p/677062,2025-10-31 20:54:23,False,750.0,0.6253,Medio
Costco,Uno,469.0,,,750 ML,Blanco,Argentina,Valle de Uco,Chardonnay,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Uno-Chardonnay-750-ml/p/688244,2025-10-31 20:54:59,False,750.0,0.6253,Medio
Costco,Pine Ridge,479.0,,,750 ML,Blanco,Estados Unidos,California,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Pine-Ridge-Chenin-Blanc-Viogner-750ml/p/657345,2025-10-31 20:51:27,False,750.0,0.6387,Medio
Costco,Fleurs de Prairie,479.0,,,750 ML,Rosado,Francia,Languedoc,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Fleurs-de-Prairie-750ml/p/670519,2025-10-31 20:54:08,False,750.0,0.6387,Medio
Costco,Paco y Lola,499.0,,,750 ML,Blanco,España,Rías Baixas,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Paco-y-Lola-750-ml/p/503125,2025-10-31 20:50:53,False,750.0,0.6653,Medio
Costco,Donelli,519.0,,,1500 ML,Espumoso,Italia,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Prosecco-Donelli-15L/p/667069,2025-10-31 20:55:15,False,1500.0,0.346,Medio-Alto
Costco,Kirkland Signature,519.0,,,750 ML,Tinto,Francia,Vaucluse,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kirkland-Signature-Gigondas-750ml/p/1134102,2025-10-31 20:57:35,False,750.0,0.692,Medio-Alto
Costco,Prosecco Cipriani Gabriela,529.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Prosecco-Cipriani-Gabriela-750ml/p/683708,2025-10-31 20:55:10,False,750.0,0.7053,Medio-Alto
Costco,B de Sophie Bertin,539.0,,,750 ML,Blanco,Francia,Sancerre,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-B-de-Sophie-Bertin-750-ml/p/685117,2025-10-31 20:55:37,False,750.0,0.7187,Medio-Alto
Costco,Terrazas de los Andes,539.0,,,750 ML,Tinto,Argentina,Mendoza,Reserva Malbec,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Terrazas-de-los-Andes-Reserva-Malbec-750ml/p/551687,2025-10-31 20:56:07,False,750.0,0.7187,Medio-Alto
Costco,Kirkland Signature Series Columbia Valley,569.0,,,750 ML,Tinto,Estados Unidos,Columbia Valley,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kirkland-Signature-Series-Columbia-Valley-750ml/p/977741,2025-10-31 20:56:06,False,750.0,0.7587,Medio-Alto
Costco,La Crema,569.0,,,750 ML,Rosado,Estados Unidos,"Monterey, California",,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-La-Crema-Pinot-Noir-Rose-750ml/p/666980,2025-10-31 20:56:47,False,750.0,0.7587,Medio-Alto
Costco,Domaine Raffaitin-Planchon Sancerre,579.0,,,750 ML,Blanco,Francia,Sancerre,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Domaine-Raffaitin-Planchon-Sancerre-750-ml/p/684863,2025-10-31 20:56:57,False,750.0,0.772,Medio-Alto
Costco,Pasqua 11 Minutes Rosato,589.0,,,750 ML,Rosado,Italia,Veneto,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Pasqua-11-Minutes-Rosato-750-ml/p/684383,2025-10-31 20:52:36,False,750.0,0.7853,Medio-Alto
Costco,Banshee Rose,599.0,,,750 ML,Rosado,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Banshee-Rose-750ml/p/657638,2025-10-31 20:53:47,False,750.0,0.7987,Medio-Alto
Costco,Moët & Chandon,599.0,,,750 ML,Espumoso,Argentina,Mendoza,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Chandon-Rose-750ml/p/675914,2025-10-31 20:54:14,False,750.0,0.7987,Medio-Alto
Costco,La Crema Pinot Noir,599.0,,,750 ML,Tinto,Estados Unidos,Monterey,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-La-Crema-Pinot-Noir-750ml/p/54846,2025-10-31 20:54:46,False,750.0,0.7987,Medio-Alto
Costco,Mathilde Chapoutier Côtes de Provence,629.0,,,750 ML,Rosado,Francia,Provence,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Mathilde-Chapoutier-Cotes-de-Provence-750-ml/p/686902,2025-10-31 20:53:30,False,750.0,0.8387,Medio-Alto
Costco,La Combe Pilato Chapoutier,629.0,,,750 ML,Blanco,Francia,Ródano,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-La-Combe-Pilato-Chapoutier-750-ml/p/686682,2025-10-31 20:55:06,False,750.0,0.8387,Medio-Alto
Costco,Croix de Beaulieux Chablis,639.0,,,750 ML,Blanco,Francia,Chablis,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Croix-de-Beaulieux-Chablis-750ml/p/672022,2025-10-31 20:50:14,False,750.0,0.852,Medio-Alto
Costco,Cellier des Princes,639.0,,,750 ML,Tinto,Francia,Rhône,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Cellier-Des-Princes-750ml/p/645834,2025-10-31 20:53:32,False,750.0,0.852,Medio-Alto
Costco,Calafuria Salento Rose,639.0,,,750 ML,Rosado,Italia,Puglia,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Calafuria-Salento-Rose-750-ml/p/684366,2025-10-31 20:55:51,False,750.0,0.852,Medio-Alto
Costco,Minuty Prestige,649.0,,,1500 ML,Rosado,Francia,Côtes De Provence,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Minuty-Prestige-15-L/p/685113,2025-10-31 20:56:36,False,1500.0,0.4327,Medio-Alto
Costco,Les Prarons Santenay,669.0,,,750 ML,Tinto,Francia,Burgundy,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Les-Prarons-Santenay-750ml/p/676327,2025-10-31 20:53:42,False,750.0,0.892,Medio-Alto
Costco,Adami Vigneto,669.0,,,750 ML,Espumoso,Italia,Valdobbiadene,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Prosecco-Adami-Vigneto-Giardino-750ml/p/657341,2025-10-31 20:54:57,False,750.0,0.892,Medio-Alto
Costco,Bellini Cipriani,699.0,,,750 ML,Espumoso,Italia,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Bellini-Cipriani-750ml/p/680355,2025-10-31 20:50:38,False,750.0,0.932,Medio-Alto
Costco,Moët & Chandon.,699.0,,,750 ML,Espumoso,Argentina,Mendoza,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Chandon-Brut-750ml/p/675913,2025-10-31 20:50:42,False,750.0,0.932,Medio-Alto
Costco,Ruinart,699.0,,,750 ML,Espumoso,Francia,Champagne,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Champagne-R-de-Ruinart-750ml/p/677519,2025-10-31 20:51:09,False,750.0,0.932,Medio-Alto
Costco,Peñalba López Brut,699.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Penalba-Lopez-Brut-750-ml/p/684534,2025-10-31 20:51:53,False,750.0,0.932,Medio-Alto
Costco,Martini Asti,699.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Martini-Asti-750-ml/p/688759,2025-10-31 20:52:24,False,750.0,0.932,Medio-Alto
Costco,La Marca,699.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Prosecco-La-Marca-Rose-750-ml/p/683264,2025-10-31 20:53:47,False,750.0,0.932,Medio-Alto
Costco,RGMX Naranja,699.0,,,750 ML,Blanco,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-RGMX-Naranja-750-ml/p/684479,2025-10-31 20:56:10,False,750.0,0.932,Medio-Alto
Costco,Campo Viejo,729.0,,,750 ML,Tinto,España,Rioja,Reserva,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Campo-Viejo-Gran-Reserva-750ml/p/560345,2025-10-31 20:50:24,False,750.0,0.972,Medio-Alto
Costco,Pago de los Capellanes Roble,729.0,,,750 ML,Tinto,España,Ribera del Duero,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Pago-de-los-Capellanes-Roble-750ml/p/662212,2025-10-31 20:53:03,False,750.0,0.972,Medio-Alto
Costco,Marqués de Riscal,729.0,,,750 ML,Tinto,España,Rioja,Rioja Reserva,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Marques-de-Riscal-Rioja-Reserva-750-ml/p/591260,2025-10-31 20:56:34,False,750.0,0.972,Medio-Alto
Costco,Viña Zorzal Señora de las Alturas 2023,729.0,,,750 ML,Blanco,España,Navarra,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Vina-Zorzal-Senora-de-las-Alturas-2023-750-ml/p/694682,2025-10-31 20:57:19,False,750.0,0.972,Medio-Alto
Costco,AIX Vin de Provence,739.0,,,750 ML,Rosado,Francia,Provence,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-AIX-Vin-de-Provence-750-ml/p/686901,2025-10-31 20:57:40,False,750.0,0.9853,Medio-Alto
Costco,Chateau Pontet Canet 2022,799.0,,,750 ML,Tinto,Francia,PAUILLAC,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Chateau-Pontet-Canet-2022-750-ml/p/693784,2025-10-31 20:49:14,False,750.0,1.0653,Medio-Alto
Costco,Henners Brut,799.0,,,750 ML,Espumoso,Inglaterra,Sussex,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Henners-Brut-750ml/p/677064,2025-10-31 20:49:15,False,750.0,1.0653,Medio-Alto
Costco,Kim Crawford,799.0,,,750 ML,Blanco,Nueva Zelanda,Marlborough,Sauvignon Blanc,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Kim-Crawford-Sauvignon-Blanc-750ml/p/296058,2025-10-31 20:50:52,False,750.0,1.0653,Medio-Alto
Costco,Kirkland Signature,799.0,,,750 ML,Tinto,Estados Unidos,Willamette Valley,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kirkland-Signature-Willamette-Valley-750ml/p/975274,2025-10-31 20:50:59,False,750.0,1.0653,Medio-Alto
Costco,Cono Sur Orgánico,799.0,,,750 ML,Blanco,Chile,Valle del Maipo,Sauvignon Blanc,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Cono-Sur-Organico-Sauvignon-Blanc-750-ml/p/681491,2025-10-31 20:51:07,False,750.0,1.0653,Medio-Alto
Costco,Domaine Moreux Sancerre Blanc,799.0,,,750 ML,Blanco,Francia,Sancerre,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Domaine-Moreux-Sancerre-Blanc-750-ml/p/694885,2025-10-31 20:51:32,False,750.0,1.0653,Medio-Alto
Costco,Steve Milet Cuvée Initiales,799.0,,,750 ML,Blanco,Francia,Sancerre,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Steve-Milet-Cuvee-Initiales-750-ml/p/678231,2025-10-31 20:51:34,False,750.0,1.0653,Medio-Alto
Costco,Kirkland Signature California Red Blend,799.0,,,1500 ML,Tinto,Estados Unidos,California,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kirkland-Signature-California-Red-Blend-15-L/p/1789362,2025-10-31 20:51:39,False,1500.0,0.5327,Medio-Alto
Costco,Vinos Tintos Grands Vins de Bordeaux 4/,799.0,,,750 ML,Tinto,Francia,Burdeos,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vinos-Tintos-Grands-Vins-de-Bordeaux-4750ml/p/502892,2025-10-31 20:51:46,False,750.0,1.0653,Medio-Alto
Costco,Kirkland Signature,799.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Prosecco-Kirkland-Signature-Rose-750-ml/p/1521870,2025-10-31 20:51:49,False,750.0,1.0653,Medio-Alto
Costco,Henners Native Grace,799.0,,,750 ML,Espumoso,Inglaterra,Sussex,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Henners-Native-Grace-750ml/p/677066,2025-10-31 20:52:09,False,750.0,1.0653,Medio-Alto
Costco,Domaine Ste Michelle Brut Rose,799.0,,,750 ML,Espumoso,Estados Unidos,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Domaine-Ste-Michelle-Brut-Rose-750-ml/p/688092,2025-10-31 20:52:20,False,750.0,1.0653,Medio-Alto
Costco,Chateau Ste. Michelle,799.0,,,750 ML,Blanco,,,Chardonnay,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Chateau-Ste-Michelle-Chardonnay-750-ml/p/533140,2025-10-31 20:52:29,False,750.0,1.0653,Medio-Alto
Costco,Duval Leroy Brut Reserve,799.0,,,750 ML,Espumoso,Francia,Champagne,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Champagne-Duval-Leroy-Brut-Reserve-750-ml/p/686914,2025-10-31 20:52:38,False,750.0,1.0653,Medio-Alto
Costco,Chateau Laroque 2022,799.0,,,750 ML,Tinto,Francia,Saint-Emilion Grand Cru Classé,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Chateau-Laroque-2022-750-ml/p/693782,2025-10-31 20:52:50,False,750.0,1.0653,Medio-Alto
Costco,Kirkland Signature,799.0,,,750 ML,Tinto,Argentina,Mendoza,Malbec,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kirkland-Signature-Malbec-750ml/p/1239144,2025-10-31 20:52:55,False,750.0,1.0653,Medio-Alto
Costco,Kara Tara,799.0,,,750 ML,Blanco,Sudáfrica,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Kara-Tara-750ml/p/676451,2025-10-31 20:53:04,False,750.0,1.0653,Medio-Alto
Costco,Chateau Ste. Michelle,799.0,,,750 ML,Rosado,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Chateau-Ste-Michelle-750-ml/p/695402,2025-10-31 20:53:06,False,750.0,1.0653,Medio-Alto
Costco,Chateau Grand Puy Lacoste 2022,799.0,,,750 ML,Tinto,Francia,Pauillac,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Chateau-Grand-Puy-Lacoste-2022-750-ml/p/693883,2025-10-31 20:53:12,False,750.0,1.0653,Medio-Alto
Costco,Luigi Bosca,799.0,,,750 ML,Tinto,Argentina,Mendoza,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Luigi-Bosca-DOC-750ml/p/530084,2025-10-31 20:54:32,False,750.0,1.0653,Medio-Alto
Costco,Sierra Cantabria,819.0,,,750 ML,Tinto,España,Rioja,Reserva,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Sierra-Cantabria-Gran-Reserva-750ml/p/637448,2025-10-31 20:55:47,False,750.0,1.092,Premium
Costco,Sinborder,849.0,,,750 ML,Blanco,Estados Unidos,,Chardonnay,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Sinborder-Chardonnay-750-ml/p/690454,2025-10-31 20:57:09,False,750.0,1.132,Premium
Costco,Luc Belaire Gold Brut,859.0,,,750 ML,Espumoso,Francia,Borgoña,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Luc-Belaire-Gold-Brut-750-ml/p/685715,2025-10-31 20:55:23,False,750.0,1.1453,Premium
Costco,Gramona,879.0,,,750 ML,Espumoso,España,Cataluña,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Gramona-Imperial-Brut-750ml/p/676487,2025-10-31 20:57:16,False,750.0,1.172,Premium
Costco,Gloria Ferrer Sonoma Brut,899.0,,,750 ML,Espumoso,Estados Unidos,Sonoma,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Gloria-Ferrer-Sonoma-Brut-750ml/p/679698,2025-10-31 20:55:54,False,750.0,1.1987,Premium
Costco,Perrier Jouet Belle Epoque,939.0,,,1500 ML,Espumoso,Francia,Épernay,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Perrier-Jouet-Belle-Epoque-15L/p/692507,2025-10-31 20:52:54,False,1500.0,0.626,Premium
Costco,Jermann Pinot Grigio,949.0,,,750 ML,Blanco,Italia,Friulli,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Jermann-Pinot-Grigio-750-ml/p/684381,2025-10-31 20:55:39,False,750.0,1.2653,Premium
Costco,Malleolus,999.0,,,750 ML,Tinto,España,Ribera del Duero,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Malleolus-750ml/p/637062,2025-10-31 20:49:23,False,750.0,1.332,Premium
Costco,Sancerre,999.0,,,750 ML,Blanco,Francia,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Sancerre-750ml/p/686936,2025-10-31 20:49:31,False,750.0,1.332,Premium
Costco,Charlses Le Bel Inspiration 1818 Brut,999.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Champagne-Charlses-Le-Bel-Inspiration-1818-Brut-750-ml/p/686681,2025-10-31 20:50:00,False,750.0,1.332,Premium
Costco,Rocas de Seña,999.0,,,750 ML,Tinto,Chile,Valle de Aconcagua,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Rocas-de-Sena-750ml/p/674708,2025-10-31 20:50:14,False,750.0,1.332,Premium
Costco,Faustino Rivero Ulecia Gran,999.0,,,750 ML,Tinto,,,Reserva,https://www.costco.com.mx/Vinos-y-Licores/Vino-Tinto/Vino-Tinto-Faustino-Rivero-Ulecia-Gran-Reserva-750ml/p/686709,2025-10-31 20:50:35,False,750.0,1.332,Premium
Costco,Sierra Cantabria,999.0,,,750 ML,Tinto,España,Rioja,Reserva,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Sierra-Cantabria-Reserva-750ml/p/569697,2025-10-31 20:50:46,False,750.0,1.332,Premium
Costco,Pruno,999.0,,,750 ML,Tinto,España,D.O. Ribera del Duero,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Pruno-750ml/p/627238,2025-10-31 20:51:47,False,750.0,1.332,Premium
Costco,Luis Cañas Crianza,999.0,,,750 ML,Tinto,,Rioja,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Luis-Canas-Crianza-750ml/p/686667,2025-10-31 20:52:09,False,750.0,1.332,Premium
Costco,Esprit de Saint-Pierre,999.0,,,750 ML,Tinto,Francia,Bordeaux,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Esprit-de-Saint-Pierre-750-ml/p/687794,2025-10-31 20:52:16,False,750.0,1.332,Premium
Costco,Henners Brut Rose,999.0,,,750 ML,Espumoso,Inglaterra,Sussex,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Henners-Brut-Rose-750ml/p/677065,2025-10-31 20:52:46,False,750.0,1.332,Premium
Costco,El Puntido,999.0,,,750 ML,,España,Rioja,,https://www.costco.com.mx/Vinos/Vinos/Vinos-90-puntos/Vino-Tinto-El-Puntido-750ml/p/637485,2025-10-31 20:54:47,False,750.0,1.332,Premium
Costco,Cava Alta Alella Laieta Brut Nature Rosé,1049.0,,,750 ML,Espumoso,España,Cataluña,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Cava-Alta-Alella-Laieta-Brut-Nature-Rose-750ml/p/674459,2025-10-31 20:55:58,False,750.0,1.3987,Premium
Costco,Monte Xanic,1049.0,,,750 ML,Blanco,México,Valle de Guadalupe,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Monte-Xanic-Vina-Kristel-750ml-Vino-Rosado-Monte-Xanic-750ml/p/666630,2025-10-31 20:57:20,False,750.0,1.3987,Premium
Costco,Luc Belaire Rare Lux,1099.0,,,750 ML,Espumoso,Francia,Borgoña,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Luc-Belaire-Rare-Lux-750-ml/p/685716,2025-10-31 20:51:00,False,750.0,1.4653,Premium
Costco,Chateau Langoiran,1099.0,,,3000 ML,Blanco,Francia,Cadillac,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Chateau-Langoiran-3-L/p/694159,2025-10-31 20:51:39,False,3000.0,0.3663,Premium
Costco,Jermann Afix Riesling,1099.0,,,750 ML,Blanco,Italia,Friulli,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Jermann-Afix-Riesling-750-ml/p/684380,2025-10-31 20:53:55,False,750.0,1.4653,Premium
Costco,Henners Vintage,1099.0,,,750 ML,Espumoso,Inglaterra,Sussex,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Vino-Espumoso-Henners-Vintage-750ml/p/677067,2025-10-31 20:55:28,False,750.0,1.4653,Premium
Costco,Chateau Carbonnieux,1099.0,,,750 ML,Blanco,Francia,Bordeaux,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Chateau-Carbonnieux-750-ml/p/685283,2025-10-31 20:56:30,False,750.0,1.4653,Premium
Costco,Liberty School,1149.0,,,750 ML,Blanco,Estados Unidos,California,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Liberty-School-750-ml/p/683134,2025-10-31 20:49:25,False,750.0,1.532,Premium
Costco,Kirkland Signature,1149.0,,,750 ML,Tinto,Estados Unidos,Russian River Valley,,https://www.costco.com.mx/Vinos/Vinos/Vino-Tinto/Vino-Tinto-Kirkland-Signature-Russian-River-Valley-750ml/p/555512,2025-10-31 20:49:32,False,750.0,1.532,Premium
Costco,Pazo de Seoane,1149.0,,,750 ML,Blanco,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Pazo-de-Seoane-750-ml/p/676973,2025-10-31 20:49:46,False,750.0,1.532,Premium
Costco,Secrets De Mar,1149.0,,,750 ML,Blanco,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Secrets-De-Mar-750-ml/p/694620,2025-10-31 20:50:22,False,750.0,1.532,Premium
Costco,Kirkland Signature,1149.0,,,750 ML,Espumoso,Francia,Champagne,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Champagne-Kirkland-Signature-Brut-750ml/p/942108,2025-10-31 20:51:02,False,750.0,1.532,Premium
Costco,Laurent Perrier Cuvée Rosé de,1149.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Champagne-Laurent-Perrier-Cuvee-Rose-de-750-ml/p/684724,2025-10-31 20:51:14,False,750.0,1.532,Premium
Costco,Dom Perignon,1149.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Champagne-Dom-Perignon-Blanc-Vintage-750ml/p/593655,2025-10-31 20:51:18,False,750.0,1.532,Premium
Costco,La Marca,1149.0,,,750 ML,Espumoso,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Espumoso-y-Champagne/Prosecco-La-Marca-750-ml/p/683263,2025-10-31 20:51:23,False,750.0,1.532,Premium
Costco,Roubine La Vie en Rose Côtes de Provence,1149.0,,,750 ML,Rosado,Francia,Côtes de Provence,,https://www.costco.com.mx/Vinos/Vinos/Vino-Rosado/Vino-Rosado-Roubine-La-Vie-en-Rose-Cotes-de-Provence-750-ml/p/684317,2025-10-31 20:52:30,False,750.0,1.532,Premium
Costco,Marisol Rubio CIPMA,1149.0,,,750 ML,Blanco,,,,https://www.costco.com.mx/Vinos/Vinos/Vino-Blanco/Vino-Blanco-Cipma-II-750-ml/p/679607,2025-10-31 20:53:19,False,750.0,1.532,Premium
